rainfall,soil_moisture,slope_angle,vibration,pore_water_pressure,temperature,risk_score,risk_level
10.45,48.53,29.31,0.164,11.36,24.2,10.2,Safe
0.54,10.0,40.93,0.338,6.57,35.1,15.5,Safe
2.49,38.96,46.08,0.173,1.75,19.4,22.0,Safe
4.03,35.34,43.94,0.08,6.69,29.9,22.3,Safe
3.5,18.19,21.89,0.067,10.25,25.6,10.8,Safe
1.08,38.1,31.37,0.201,11.75,29.1,9.1,Safe
9.79,39.76,26.48,0.203,4.6,26.4,8.6,Safe
5.65,40.9,28.2,0.14,0.95,18.5,15.6,Safe
9.1,10.0,26.91,0.052,0.16,26.4,4.9,Safe
9.79,48.66,42.27,0.389,0.64,27.3,24.0,Safe
6.9,27.62,29.92,0.12,13.47,17.2,10.0,Safe
2.89,41.87,32.28,0.234,2.48,33.8,10.2,Safe
4.72,42.41,47.42,0.036,7.72,27.2,23.5,Safe
0.87,26.23,16.98,0.063,2.5,28.7,7.0,Safe
5.6,41.6,31.1,0.311,4.32,21.3,10.8,Safe
0.99,31.15,40.54,0.01,0.1,28.8,14.8,Safe
5.92,14.29,19.99,0.108,1.15,30.4,2.8,Safe
1.3,46.68,35.18,0.099,2.29,27.0,18.0,Safe
0.63,27.25,22.9,0.209,3.98,26.0,8.8,Safe
0.9,26.46,43.62,0.05,0.75,22.4,16.9,Safe
0.01,30.97,25.79,0.037,5.79,25.1,0.0,Safe
6.34,37.72,25.86,0.391,1.81,24.0,7.4,Safe
6.59,34.43,34.74,0.127,6.8,28.3,12.2,Safe
3.62,40.48,21.06,0.017,0.41,22.6,8.3,Safe
0.88,21.61,24.4,0.032,4.55,28.3,3.5,Safe
0.44,27.58,28.75,1.012,1.39,22.6,15.4,Safe
0.1,33.84,26.67,0.033,6.35,25.0,9.8,Safe
0.91,53.98,32.32,0.141,2.06,28.5,17.7,Safe
11.08,33.86,34.79,0.082,4.38,23.2,20.7,Safe
1.38,45.85,33.7,0.325,10.89,28.6,14.8,Safe
2.19,35.39,36.59,0.211,0.08,28.2,10.6,Safe
0.56,30.16,25.16,0.136,0.04,24.9,7.3,Safe
1.26,32.53,19.17,0.01,5.88,30.6,6.4,Safe
3.66,33.32,40.11,0.318,4.16,26.3,16.4,Safe
4.68,41.04,43.08,0.088,1.39,30.4,20.4,Safe
1.41,48.75,23.48,0.402,2.73,33.2,12.1,Safe
0.3,38.6,28.43,0.103,0.17,25.0,12.4,Safe
2.48,46.87,31.45,0.178,0.85,28.6,11.8,Safe
1.33,25.35,32.6,0.011,2.21,23.4,11.2,Safe
1.24,30.85,36.76,0.205,7.18,21.9,13.2,Safe
16.08,27.76,16.37,0.062,2.61,25.2,0.0,Safe
4.79,38.14,38.81,0.065,3.53,20.5,20.8,Safe
4.07,31.41,17.05,0.019,8.28,22.2,0.0,Safe
2.69,42.3,30.45,0.024,1.48,28.4,12.1,Safe
2.8,25.69,42.31,0.031,4.83,23.9,16.2,Safe
3.89,35.43,29.89,0.06,7.91,28.8,13.2,Safe
5.96,41.87,19.92,0.334,0.91,27.2,4.3,Safe
6.06,14.35,47.51,0.069,1.76,33.4,21.5,Safe
0.94,56.22,44.35,0.193,15.61,28.1,27.9,Safe
3.47,32.17,40.45,0.013,16.35,30.5,24.0,Safe
2.65,14.75,28.58,0.134,1.01,27.6,8.3,Safe
10.22,36.58,21.07,0.099,0.28,27.2,3.2,Safe
4.99,35.33,46.07,0.572,1.26,30.7,23.8,Safe
3.8,34.18,32.57,0.281,2.03,28.7,13.9,Safe
0.61,44.91,43.13,0.091,2.33,26.8,20.5,Safe
4.65,42.47,26.29,0.224,3.86,26.8,8.3,Safe
0.62,37.98,26.06,0.032,9.19,28.2,11.5,Safe
2.06,39.5,47.52,0.124,1.6,23.3,20.2,Safe
0.77,33.96,32.22,0.012,7.59,23.1,10.4,Safe
5.89,52.75,19.64,0.064,0.39,31.7,7.3,Safe
1.15,20.21,22.25,0.038,0.17,33.5,3.4,Safe
2.49,36.4,30.9,0.19,2.81,22.3,6.9,Safe
11.3,35.65,16.4,0.101,0.25,23.3,0.6,Safe
1.14,43.13,30.26,0.209,1.99,30.6,13.1,Safe
3.54,26.56,28.83,0.109,9.08,28.1,9.6,Safe
2.72,17.56,40.72,0.014,1.11,28.7,13.7,Safe
0.09,36.57,26.71,0.199,4.9,29.6,10.0,Safe
7.87,37.81,47.42,0.269,1.44,25.0,24.8,Safe
0.36,49.9,20.97,0.351,0.18,27.3,7.3,Safe
3.21,22.3,34.5,0.127,3.25,27.0,3.5,Safe
4.11,46.55,17.96,0.21,7.2,22.6,5.3,Safe
4.95,58.67,39.22,0.209,2.11,27.3,20.3,Safe
5.83,31.22,47.83,0.025,3.84,31.0,22.1,Safe
1.46,22.09,42.03,0.027,9.21,24.7,19.9,Safe
0.05,30.93,33.34,0.011,6.24,26.6,9.8,Safe
6.43,35.14,31.0,0.058,0.86,26.8,11.6,Safe
3.84,40.64,42.56,0.096,5.29,24.9,22.0,Safe
9.04,29.09,45.89,0.925,2.79,28.7,22.4,Safe
8.61,50.55,47.64,0.085,5.48,23.3,24.5,Safe
9.27,23.85,28.09,0.194,2.73,31.3,6.2,Safe
3.32,17.61,47.7,0.177,0.55,28.5,18.0,Safe
2.03,46.07,20.15,0.034,3.38,22.3,4.1,Safe
7.84,12.25,23.37,0.01,2.71,32.8,0.5,Safe
3.0,32.96,17.94,0.118,2.92,26.7,1.5,Safe
1.01,66.18,23.97,0.181,8.44,23.1,8.2,Safe
9.65,34.88,40.34,0.952,9.01,30.4,24.6,Safe
10.71,23.79,43.15,0.067,2.42,28.0,14.2,Safe
3.14,34.43,40.7,0.34,2.43,18.9,21.7,Safe
0.39,34.49,35.83,0.072,2.9,23.9,19.4,Safe
2.45,36.61,31.96,0.175,2.93,27.1,10.7,Safe
8.14,41.62,38.39,0.137,12.01,17.4,19.0,Safe
11.6,24.61,27.9,0.01,4.19,26.3,11.5,Safe
1.14,51.88,42.76,0.012,1.3,26.6,24.2,Safe
0.35,37.45,37.35,0.01,3.03,21.3,14.1,Safe
10.49,42.27,38.03,0.07,3.95,27.1,17.4,Safe
2.47,28.72,32.69,0.205,4.08,26.0,11.0,Safe
3.9,47.86,44.21,0.028,3.52,21.2,20.7,Safe
17.22,32.43,23.32,0.14,0.78,29.7,9.8,Safe
0.34,37.78,27.58,0.051,0.14,29.4,9.2,Safe
5.23,25.67,40.66,0.239,1.65,24.8,14.4,Safe
0.38,25.03,31.26,0.24,2.23,25.2,10.4,Safe
2.35,41.88,44.34,0.224,0.26,28.9,20.0,Safe
8.14,30.56,26.43,0.112,6.75,25.2,15.6,Safe
2.84,26.46,27.19,0.05,1.69,18.3,7.1,Safe
29.36,28.57,44.33,0.249,9.8,27.9,27.6,Safe
4.09,41.99,30.32,0.031,0.67,22.7,12.6,Safe
1.94,28.71,32.03,0.051,0.23,24.4,10.1,Safe
1.24,33.82,25.98,0.03,2.63,31.8,9.0,Safe
2.16,35.15,24.13,0.168,0.84,25.5,7.6,Safe
2.33,15.83,36.65,0.174,11.08,26.0,20.8,Safe
0.36,20.29,18.95,0.159,0.04,28.0,2.3,Safe
2.31,38.36,44.02,0.081,2.13,28.0,13.6,Safe
3.12,27.63,40.71,0.016,10.46,22.3,23.5,Safe
6.41,45.57,21.29,0.363,1.94,25.8,6.2,Safe
5.35,44.67,37.9,0.106,0.39,26.1,17.6,Safe
6.17,42.19,34.89,0.078,1.44,27.1,13.8,Safe
0.04,53.2,21.09,0.133,2.76,27.2,5.5,Safe
1.23,34.17,24.02,0.032,0.82,36.3,3.7,Safe
5.42,41.49,28.5,0.021,2.51,21.3,5.7,Safe
3.31,29.16,38.08,0.078,7.24,29.9,14.2,Safe
0.03,59.52,36.08,0.039,8.24,30.7,20.8,Safe
8.16,54.84,32.56,0.042,0.2,28.0,11.2,Safe
7.41,35.12,40.36,0.335,0.7,23.4,19.5,Safe
3.98,38.87,40.01,0.113,1.29,32.7,23.5,Safe
0.34,48.59,35.39,0.099,3.61,17.2,17.1,Safe
7.27,33.53,40.97,0.175,1.79,23.3,14.7,Safe
4.38,28.43,26.03,0.454,7.43,30.7,10.6,Safe
7.62,43.74,44.08,0.018,5.04,24.5,25.3,Safe
6.97,35.78,35.29,0.269,0.42,32.4,18.1,Safe
8.12,36.83,42.14,0.132,3.92,20.0,20.7,Safe
3.65,26.66,33.03,0.024,0.48,21.6,12.4,Safe
0.76,17.82,22.21,0.053,1.18,23.9,6.2,Safe
5.56,37.36,32.9,0.099,0.78,27.7,14.4,Safe
4.84,44.05,27.25,0.176,0.76,25.1,11.1,Safe
6.78,32.74,38.02,0.042,3.83,24.0,14.6,Safe
0.93,49.36,30.7,0.115,3.32,31.7,15.6,Safe
1.08,27.96,42.59,0.173,0.77,32.1,15.4,Safe
11.06,24.45,37.38,0.089,18.49,24.3,25.1,Safe
6.93,34.33,37.59,0.298,2.19,19.2,14.9,Safe
11.94,34.17,22.17,0.305,0.41,17.4,9.0,Safe
7.11,42.7,47.48,0.095,0.51,27.0,20.7,Safe
4.55,27.25,42.78,0.541,3.51,28.6,17.9,Safe
5.31,48.68,41.04,0.012,15.47,26.3,22.6,Safe
11.0,54.67,25.9,0.01,3.39,25.7,7.8,Safe
4.32,34.61,32.68,0.072,11.91,22.8,13.0,Safe
5.0,47.5,19.52,0.138,2.35,28.6,6.7,Safe
0.85,24.44,32.77,0.149,2.29,32.7,10.2,Safe
3.21,45.75,19.81,0.097,2.77,17.1,8.6,Safe
6.3,45.47,33.25,0.02,4.78,25.7,12.8,Safe
1.58,43.63,36.41,0.028,1.83,22.1,17.5,Safe
1.13,34.84,27.88,0.287,7.98,20.0,9.3,Safe
1.88,10.0,31.45,0.304,0.12,21.5,12.3,Safe
1.38,28.58,43.9,0.168,2.32,27.5,20.1,Safe
1.21,28.74,18.58,0.164,2.86,27.6,6.0,Safe
2.77,25.22,41.13,0.137,3.74,31.8,15.9,Safe
11.92,36.22,20.63,0.034,1.29,26.0,8.9,Safe
3.54,30.81,16.21,0.084,2.23,19.0,0.0,Safe
1.04,26.75,21.12,0.179,2.65,25.0,5.8,Safe
0.4,24.41,40.25,0.116,4.65,20.5,15.8,Safe
5.96,27.84,28.37,0.01,5.94,21.2,11.6,Safe
2.41,46.21,43.79,0.46,5.36,28.3,23.6,Safe
8.63,28.39,32.32,0.279,1.67,26.8,9.8,Safe
5.39,29.85,15.73,0.045,30.03,28.4,2.1,Safe
7.95,30.43,38.65,0.144,7.55,24.6,17.5,Safe
1.59,38.39,18.64,0.385,1.2,29.2,4.2,Safe
5.89,39.56,41.05,0.015,0.87,24.3,20.6,Safe
1.53,10.0,20.55,0.105,1.51,30.5,5.8,Safe
13.99,45.22,26.4,0.091,2.41,27.4,10.9,Safe
5.06,49.36,40.12,0.079,7.61,25.2,21.6,Safe
1.96,24.5,46.49,0.271,6.03,26.8,22.9,Safe
1.57,25.28,27.26,0.072,7.62,25.9,8.0,Safe
1.06,30.5,42.37,0.01,1.27,32.4,16.3,Safe
5.93,27.44,21.3,0.01,3.6,27.0,1.6,Safe
1.23,37.24,41.64,0.01,1.33,26.0,19.9,Safe
4.52,15.53,36.7,0.079,0.46,25.0,11.9,Safe
1.54,23.82,21.36,0.19,4.61,29.4,7.7,Safe
5.42,50.39,24.98,0.034,0.62,28.8,6.2,Safe
8.44,25.72,19.35,0.156,4.41,24.9,3.1,Safe
7.53,47.43,27.64,0.174,4.18,21.4,14.2,Safe
7.15,38.55,21.72,0.044,6.65,22.4,7.6,Safe
1.04,16.91,36.25,0.138,0.6,25.3,8.6,Safe
0.46,41.35,47.82,0.173,6.12,31.4,26.9,Safe
6.0,33.82,15.4,0.094,28.93,25.0,1.7,Safe
2.3,30.45,32.85,0.062,7.62,23.6,14.8,Safe
2.83,37.45,33.93,0.145,5.57,19.0,12.0,Safe
0.16,39.75,45.17,0.571,4.34,32.1,26.0,Safe
1.5,42.08,31.7,0.083,2.19,28.3,12.9,Safe
0.17,46.78,32.94,0.075,5.24,29.2,15.5,Safe
10.57,39.08,30.56,0.094,5.15,29.8,12.9,Safe
1.39,21.24,23.87,0.012,3.99,25.3,5.6,Safe
4.07,30.26,16.85,0.121,6.36,26.3,3.3,Safe
0.2,64.43,28.49,0.06,2.38,32.0,15.0,Safe
5.5,42.24,16.74,0.019,0.52,26.7,3.0,Safe
1.95,58.69,33.17,0.094,3.28,28.4,20.1,Safe
11.41,48.95,25.14,0.01,1.23,29.5,7.8,Safe
10.95,37.42,32.61,0.077,1.94,28.6,15.7,Safe
1.97,38.01,19.43,0.017,0.07,25.5,5.5,Safe
11.56,34.63,45.78,0.01,1.93,25.9,24.9,Safe
27.81,17.62,44.52,0.261,6.62,29.1,23.1,Safe
8.73,35.18,21.27,0.372,3.13,29.1,7.7,Safe
9.32,47.11,26.33,0.035,0.04,30.7,10.8,Safe
1.43,29.0,35.25,0.116,2.54,28.2,9.9,Safe
4.3,39.12,18.16,0.049,1.38,28.4,4.8,Safe
0.35,43.52,26.7,0.102,2.6,24.2,17.7,Safe
0.5,25.9,23.29,0.086,2.07,23.7,9.5,Safe
34.03,30.49,45.21,0.047,10.75,29.1,29.4,Safe
1.98,24.82,43.13,0.181,0.17,23.7,11.9,Safe
6.9,26.78,34.13,0.02,4.6,25.9,13.0,Safe
8.22,22.12,32.17,0.01,7.62,31.5,14.4,Safe
9.76,26.0,45.71,0.219,12.8,30.9,23.5,Safe
30.22,49.19,45.77,0.164,0.78,27.2,33.4,Safe
1.38,25.85,46.99,0.104,3.03,24.8,17.4,Safe
0.21,36.26,19.14,0.095,0.18,25.5,4.4,Safe
2.65,29.97,20.3,0.103,2.77,29.5,4.2,Safe
0.7,46.79,37.33,0.086,0.54,25.9,18.5,Safe
0.11,48.11,32.87,0.075,7.28,23.8,17.2,Safe
2.23,43.64,15.61,0.104,0.48,30.9,5.6,Safe
7.66,38.06,17.05,0.113,2.88,26.7,3.3,Safe
4.18,32.69,44.31,0.177,2.95,23.7,23.1,Safe
1.88,23.08,43.67,0.186,14.25,27.9,21.3,Safe
5.31,54.44,26.79,0.071,4.26,29.9,15.0,Safe
1.32,27.4,44.4,0.08,1.36,22.0,21.3,Safe
0.07,41.64,34.59,0.07,1.1,25.2,14.0,Safe
7.23,45.6,41.59,0.115,0.55,25.0,18.8,Safe
4.89,29.45,29.11,0.091,5.65,27.8,10.8,Safe
7.18,45.38,18.74,0.331,4.69,28.5,8.7,Safe
0.2,42.64,29.31,0.179,3.77,23.8,7.8,Safe
9.07,52.28,30.09,0.343,0.17,20.0,13.0,Safe
4.83,30.31,33.18,0.185,5.76,30.1,15.0,Safe
4.14,22.14,18.48,0.531,4.11,21.5,0.0,Safe
4.9,29.95,47.72,0.151,13.28,27.1,22.4,Safe
9.99,37.09,23.06,0.497,3.54,25.5,7.2,Safe
4.42,35.58,21.55,0.026,1.45,26.6,5.3,Safe
4.35,31.07,32.38,0.01,1.92,32.6,10.7,Safe
23.38,15.91,32.73,0.13,0.77,38.2,11.7,Safe
7.07,39.7,29.51,0.616,5.13,19.5,10.3,Safe
2.92,54.72,40.47,0.081,4.92,29.9,26.3,Safe
6.14,39.64,32.05,0.036,0.9,25.4,11.1,Safe
2.47,41.09,35.12,0.111,0.69,30.2,9.8,Safe
1.3,40.72,38.88,0.157,0.32,29.8,19.7,Safe
4.54,38.97,15.83,0.057,9.72,31.6,1.4,Safe
13.17,44.32,33.83,0.188,1.06,27.1,12.9,Safe
13.24,38.95,44.18,0.554,1.69,22.4,25.3,Safe
2.09,31.87,15.57,0.341,1.32,29.7,1.1,Safe
3.75,27.04,28.37,0.052,2.14,26.5,9.1,Safe
1.19,32.51,45.57,0.059,5.01,25.1,18.9,Safe
27.17,38.14,26.65,0.07,8.18,24.1,11.1,Safe
19.85,31.84,30.14,0.075,0.81,30.0,9.4,Safe
5.24,38.14,47.39,0.016,4.64,32.4,20.5,Safe
8.16,39.39,21.58,0.215,1.74,21.2,15.4,Safe
6.28,43.33,17.15,0.068,15.75,28.5,3.3,Safe
4.5,47.83,43.36,0.318,1.42,24.5,19.0,Safe
0.27,35.78,43.66,0.392,0.03,20.1,22.1,Safe
3.03,21.92,30.58,0.01,2.9,26.6,9.9,Safe
5.62,31.55,31.97,0.67,0.65,22.7,13.2,Safe
5.66,35.44,42.58,0.186,0.18,19.7,17.7,Safe
2.34,16.64,39.37,0.11,4.79,22.9,13.4,Safe
14.21,48.89,23.75,0.074,5.27,21.9,9.0,Safe
0.92,36.42,15.56,0.11,2.47,23.4,5.0,Safe
3.47,38.81,30.83,0.059,4.52,20.7,11.6,Safe
5.87,48.66,43.34,0.146,3.09,24.4,25.8,Safe
5.97,28.7,44.56,0.015,3.97,23.1,19.3,Safe
5.23,40.74,46.56,0.146,3.63,27.5,23.1,Safe
1.61,33.9,44.03,0.048,4.38,28.4,17.1,Safe
0.85,33.16,34.14,0.01,0.89,27.0,17.6,Safe
5.05,27.28,29.67,0.121,1.25,25.1,9.7,Safe
4.57,51.66,40.57,0.13,2.32,25.0,21.0,Safe
0.99,31.24,39.41,0.083,2.36,22.7,20.3,Safe
6.11,41.99,32.76,0.011,5.96,22.7,15.5,Safe
3.04,16.25,17.88,0.336,1.83,28.8,4.1,Safe
5.51,46.8,45.56,0.142,0.71,19.0,23.5,Safe
9.08,45.52,30.03,0.018,1.16,25.7,10.5,Safe
0.93,35.97,26.99,0.107,0.97,24.7,11.7,Safe
0.1,32.73,35.78,0.103,5.26,28.4,10.8,Safe
7.55,39.0,37.24,0.01,2.54,20.3,14.0,Safe
4.7,57.89,21.95,0.14,4.93,26.0,6.8,Safe
6.01,17.37,42.62,0.248,2.15,27.4,17.1,Safe
9.11,42.82,24.57,0.207,8.82,18.4,10.1,Safe
8.12,25.88,21.16,0.034,16.42,21.7,1.9,Safe
16.21,34.8,28.41,0.297,4.43,25.6,17.9,Safe
3.84,32.52,39.11,0.063,7.97,28.1,19.4,Safe
3.35,30.72,46.86,0.439,2.84,26.7,20.5,Safe
2.57,34.9,41.71,0.011,10.91,28.2,21.3,Safe
0.83,23.66,46.03,0.1,7.13,21.7,20.6,Safe
4.25,45.29,19.64,0.136,19.2,19.6,6.9,Safe
1.62,17.06,17.35,0.043,3.9,26.3,2.9,Safe
12.71,40.4,33.4,0.221,6.04,21.1,17.1,Safe
4.38,31.73,24.58,0.148,3.13,22.5,10.2,Safe
4.49,23.29,42.33,0.01,1.2,29.7,16.0,Safe
2.19,37.02,37.18,0.141,1.75,26.8,16.3,Safe
0.27,19.43,47.03,0.101,8.98,23.7,19.2,Safe
0.16,35.4,23.41,0.033,0.23,23.2,5.0,Safe
2.75,20.77,31.03,0.819,3.58,28.5,9.7,Safe
0.44,39.61,31.54,0.341,1.86,26.8,10.7,Safe
4.67,25.76,22.89,0.052,1.96,21.1,4.3,Safe
10.64,30.49,34.47,0.117,8.64,18.2,14.7,Safe
10.72,37.94,29.63,0.057,7.69,33.5,15.2,Safe
5.38,27.27,29.74,0.224,3.65,21.1,9.5,Safe
1.19,34.42,26.97,0.4,1.27,28.1,8.5,Safe
9.94,19.86,15.56,0.067,2.58,32.0,0.6,Safe
10.86,41.31,32.23,0.246,2.1,26.6,14.3,Safe
1.09,52.65,26.06,0.103,1.75,23.6,14.4,Safe
6.69,62.92,15.04,0.076,0.43,20.3,3.0,Safe
1.69,35.91,25.16,0.418,3.13,20.2,10.3,Safe
8.11,42.88,24.19,0.107,1.44,27.5,9.3,Safe
29.46,17.19,27.98,0.095,4.32,31.8,10.8,Safe
0.15,50.03,19.35,0.167,1.54,24.4,3.2,Safe
11.38,42.76,31.75,0.045,2.26,23.8,15.1,Safe
4.87,30.16,37.85,0.059,0.22,28.8,9.7,Safe
18.13,47.37,35.8,0.403,19.59,23.3,21.0,Safe
3.13,32.46,41.52,0.17,2.83,27.1,16.5,Safe
9.4,30.42,29.92,0.263,0.1,26.2,10.3,Safe
0.32,39.75,32.13,0.047,3.12,24.4,12.7,Safe
2.04,24.37,41.74,0.118,8.17,25.9,21.0,Safe
0.35,45.22,29.11,0.533,5.92,33.1,14.9,Safe
18.51,24.44,38.15,0.058,4.83,28.4,17.2,Safe
8.49,24.5,29.34,0.026,0.6,30.4,8.2,Safe
9.57,25.9,28.79,0.107,4.29,22.3,9.1,Safe
13.9,42.6,40.09,0.074,5.81,30.4,18.3,Safe
0.44,28.83,20.77,0.026,3.4,28.6,0.0,Safe
2.44,21.52,26.17,0.329,8.93,20.0,5.3,Safe
0.37,28.94,22.4,0.702,1.3,28.2,9.8,Safe
1.18,34.68,26.85,0.126,1.11,23.9,6.7,Safe
1.3,23.19,22.6,0.224,8.15,19.8,4.8,Safe
3.17,23.48,34.12,0.294,3.93,26.5,15.0,Safe
1.56,56.11,41.34,0.181,0.01,28.2,14.9,Safe
0.53,26.39,40.96,0.01,1.74,26.6,13.7,Safe
0.92,31.77,27.03,0.026,7.8,25.6,6.3,Safe
0.8,31.33,47.63,0.011,0.11,24.7,20.4,Safe
18.07,30.79,34.6,0.01,0.01,35.9,15.5,Safe
7.12,41.21,28.18,0.055,1.32,21.3,12.0,Safe
17.17,44.48,42.57,0.075,9.81,29.5,28.9,Safe
2.9,31.94,39.09,0.041,9.27,26.1,18.9,Safe
1.63,22.64,39.73,0.01,2.93,22.6,14.9,Safe
8.0,47.74,21.47,0.113,3.22,25.8,13.5,Safe
1.97,34.05,30.45,0.048,1.61,20.4,5.2,Safe
1.78,52.3,43.44,0.238,1.12,23.6,28.3,Safe
1.32,12.54,31.63,0.01,6.75,25.8,14.4,Safe
0.69,36.95,37.55,0.277,0.45,19.8,15.2,Safe
1.48,54.19,34.4,0.464,2.67,28.0,15.9,Safe
2.2,31.47,42.8,0.189,4.02,22.1,17.1,Safe
5.6,32.75,24.39,0.198,0.44,20.2,6.6,Safe
0.32,37.96,33.99,0.407,2.93,21.7,17.4,Safe
1.18,29.41,19.07,0.035,3.45,34.7,0.0,Safe
8.28,31.88,37.78,0.782,5.43,18.1,23.7,Safe
0.79,31.62,39.15,0.223,1.07,27.7,15.6,Safe
2.1,28.73,16.41,0.195,1.39,23.0,5.2,Safe
10.0,47.29,37.3,0.067,3.37,24.6,15.6,Safe
0.84,39.61,28.68,0.118,16.33,28.4,14.7,Safe
0.43,37.51,19.1,0.159,0.98,28.2,5.2,Safe
3.31,43.09,28.86,0.145,17.05,23.3,15.4,Safe
1.8,32.36,21.41,0.183,5.01,20.6,4.1,Safe
4.14,27.26,28.71,0.013,7.0,28.5,8.7,Safe
8.14,28.97,27.68,0.066,0.38,28.2,5.6,Safe
0.74,35.02,39.37,0.085,1.43,24.9,18.0,Safe
4.35,24.41,40.55,0.045,0.24,27.8,18.2,Safe
3.52,30.0,35.03,0.028,1.86,24.2,13.6,Safe
0.78,29.84,15.75,0.022,15.91,22.7,0.0,Safe
4.89,56.25,45.72,0.068,0.44,26.0,28.6,Safe
1.6,10.0,37.65,0.102,3.31,28.1,13.3,Safe
3.35,33.2,16.13,0.01,0.02,27.2,0.0,Safe
0.43,52.26,42.02,0.439,4.99,28.0,19.0,Safe
3.08,36.22,21.61,0.217,0.88,23.0,3.3,Safe
1.83,42.53,34.11,0.197,0.56,32.3,14.3,Safe
8.64,36.0,30.4,0.028,1.64,24.6,8.9,Safe
0.29,28.33,28.85,0.139,5.9,25.5,7.5,Safe
2.71,12.58,44.36,0.113,0.45,20.7,18.3,Safe
3.07,37.05,29.43,0.607,1.04,25.2,14.9,Safe
6.46,27.24,17.49,0.207,0.03,28.1,5.3,Safe
4.27,27.0,46.24,0.129,13.82,29.1,19.1,Safe
5.5,30.01,45.38,0.285,3.59,32.2,23.1,Safe
7.5,52.45,37.59,0.025,5.09,28.1,18.5,Safe
9.91,59.05,30.44,0.01,4.22,27.1,20.1,Safe
1.88,37.17,18.06,0.176,0.62,24.2,4.4,Safe
3.86,30.35,41.09,0.016,3.61,23.4,20.1,Safe
9.17,23.23,17.49,0.018,0.56,29.9,3.7,Safe
22.76,39.69,17.26,0.205,2.05,29.8,6.2,Safe
11.01,52.83,32.73,0.047,3.37,21.7,15.3,Safe
2.32,32.53,20.28,0.149,3.27,28.9,7.9,Safe
1.09,11.21,15.26,0.374,0.51,28.6,3.6,Safe
3.36,41.7,28.96,0.057,0.14,21.5,9.7,Safe
6.77,44.85,19.53,0.037,6.4,28.2,4.8,Safe
3.39,19.14,20.3,0.017,5.18,21.8,1.9,Safe
3.3,36.76,17.54,0.021,0.34,16.3,5.0,Safe
9.11,39.51,21.77,0.01,0.55,25.4,6.8,Safe
2.24,34.27,38.61,0.014,8.92,27.0,18.1,Safe
9.82,27.09,41.69,0.085,5.86,25.5,17.7,Safe
2.61,45.16,29.93,0.058,22.25,37.5,19.3,Safe
1.99,30.97,31.72,0.184,1.17,27.5,7.4,Safe
3.03,20.15,16.08,0.306,2.68,26.6,3.8,Safe
7.19,14.51,17.29,0.23,1.08,27.7,4.9,Safe
0.67,47.61,23.5,0.113,3.9,24.2,7.4,Safe
1.09,41.17,32.95,0.016,0.49,29.7,9.1,Safe
15.13,35.88,39.41,0.186,0.54,27.4,19.4,Safe
0.96,30.6,34.97,0.068,0.3,27.3,15.4,Safe
4.19,29.71,27.94,0.013,4.73,23.5,13.6,Safe
4.33,24.24,18.9,0.277,2.73,19.7,5.4,Safe
3.36,30.69,40.77,0.062,3.85,24.0,15.5,Safe
5.17,13.8,27.0,0.037,8.46,27.1,9.9,Safe
1.31,27.64,39.29,0.308,5.39,24.2,17.6,Safe
4.02,31.89,31.93,0.349,2.48,27.2,13.2,Safe
2.33,41.1,39.38,0.062,16.63,25.1,19.1,Safe
5.42,34.6,44.94,0.066,2.44,27.7,22.0,Safe
0.76,42.95,45.39,0.13,0.48,22.1,22.6,Safe
4.23,48.49,32.66,0.198,19.65,26.8,24.6,Safe
1.02,45.58,31.88,0.01,0.09,23.4,12.8,Safe
1.63,39.71,23.77,0.135,3.19,19.8,11.8,Safe
1.23,35.12,45.88,0.458,1.48,25.3,24.8,Safe
1.01,25.19,30.11,0.046,2.8,32.1,9.4,Safe
8.74,42.4,19.21,0.359,3.27,20.2,9.3,Safe
1.68,51.8,29.28,0.45,1.1,26.5,11.3,Safe
13.09,38.42,19.19,0.047,3.26,29.2,4.7,Safe
17.52,54.17,31.58,0.21,5.64,35.2,15.9,Safe
4.23,19.74,33.52,0.041,1.24,24.0,10.0,Safe
0.77,23.46,26.15,0.201,1.93,23.5,2.1,Safe
2.35,43.55,17.36,0.239,1.25,21.3,8.6,Safe
7.99,37.64,46.14,0.043,6.87,30.6,23.0,Safe
2.29,48.14,40.52,0.189,5.16,22.5,22.9,Safe
0.46,34.85,42.68,0.251,8.2,24.5,21.1,Safe
4.07,26.32,27.11,0.067,0.75,18.6,7.0,Safe
9.33,32.86,40.11,0.028,0.31,29.5,13.8,Safe
7.95,19.67,31.02,0.014,0.51,30.6,7.0,Safe
0.96,23.71,21.64,0.128,0.7,29.4,3.7,Safe
5.59,44.72,19.11,0.573,3.05,19.6,5.6,Safe
1.25,43.73,26.39,0.26,14.15,28.4,9.4,Safe
1.23,38.63,19.54,0.086,1.77,19.3,2.8,Safe
10.36,17.79,47.94,0.115,12.73,26.2,24.6,Safe
1.44,31.42,16.62,0.049,0.16,26.8,4.2,Safe
1.53,22.75,29.56,0.027,10.46,27.2,7.1,Safe
0.0,46.77,29.92,0.099,0.8,28.1,9.5,Safe
10.23,29.16,24.92,0.093,9.74,26.0,9.3,Safe
7.87,24.14,33.85,0.111,0.23,18.2,11.3,Safe
4.94,35.3,19.95,0.458,11.84,28.1,6.2,Safe
6.94,28.6,40.87,0.139,0.9,26.4,19.0,Safe
0.82,49.84,25.97,0.14,1.44,22.4,10.3,Safe
3.07,27.65,34.51,0.021,2.7,19.7,8.2,Safe
